Jrk. nr	Autor	Pealkiri	sarja nimetus	köide	zanr	kirjastus	aasta	kogus	Laenutatud
1761	Jerome K. Jerome	Kolm meest paadis	Loomingu Raamatukogu	30-33		Perioodika	1978		
1762	Tatjana Suhhotina-Tolstaja	Minu isa surm ja tema lahkumise tagapôhi	Loomingu Raamatukogu	34		Perioodika	1978		
1763	Enn Vetemaa	Jälle püha Susanna ehk armastuse kool	Loomingu Raamatukogu	35		Perioodika	1978		
1764	Ingmar Bergman	Stseenid ühest abielust	Loomingu Raamatukogu	36/37		Perioodika	1978		
1765	Vahagn Grigorjan	Lukkupandud tuba	Loomingu Raamatukogu	39		Perioodika	1978		
1766	Aleksandr Gelman	Tagasiside	Loomingu Raamatukogu	41/42		Perioodika	1978		
1767	Ryunosuke Akutagawa	Hammasrattad	Loomingu Raamatukogu	43/44		Perioodika	1978		
1768	Martin Walser	Kôrvalhaak * Toalahing	Loomingu Raamatukogu	46/47		Perioodika	1978		
1769	Nikolai Pärna	"Rütm, elu ja looming"	Loomingu Raamatukogu	50/51		Perioodika	1978		
1770	Aleksandra Marinina	Surm surma pärast			kriminaalromaan	Avita	2000		
1771	Per Olof Sundman	Ekspeditsioon	Loomingu Raamatukogu	37-39		Perioodika	1972		
1772	Robert Musil	Kolm naist	Loomingu Raamatukogu	12 ja 13		Perioodika	1972		
1773	Juri Nagibin	Metsavahimajas	Loomingu Raamatukogu	5		Perioodika	1973		
1774	Julian Stryjkowski	Siirius	Loomingu Raamatukogu	6		Perioodika	1973		
1775	Hjalmar Söderberg	Doktor Glas	Loomingu Raamatukogu	38/39		Perioodika	1975		
1776	Ants Paikre	"Kirjeldamatu, asendamatu"	Loomingu Raamatukogu	49	luule	Perioodika	1976		
1777	Enn Vetemaa	Roosiaed	Loomingu Raamatukogu	32	näidend	Perioodika	1976		
1778	Jack London	Lôke	Loomingu Raamatukogu	2		Perioodika	1976		
1779	Vladimir Anikanov	Miniatuur	Loomingu Raamatukogu	42		Perioodika	1976		
1780	Anatoli Lunatsarski	Vabastatud don Quijote	Loomingu Raamatukogu	5 ja 6		Perioodika	1977		
1781	Maximillian Pôdder	Bob Ellerhein	Loomingu Raamatukogu	7 ja 8		Perioodika	1977		
1782	Juri Vlassov	Välkvalge hetk	Loomingu Raamatukogu	9		Perioodika	1977		
1783	Ustav Mikelsaar	Ohver	Loomingu Raamatukogu	16		Perioodika	1977		
1784	Camilo Jose Cela	Apelsin on talvine vili	Loomingu Raamatukogu	20/21		Perioodika	1977		
1785	Teet Kallas	Insener Paberiti juhtum	Loomingu Raamatukogu	27		Perioodika	1977		
1786	Viktoria Tokareva	Tüütu tüüp	Loomingu Raamatukogu	32/33		Perioodika	1977		
1787	Algirdas Pocius	"Hommikul, kui vaevas uni"	Loomingu Raamatukogu	35		Perioodika	1977		
1788	Salvador Espriu	Labürindi lôpp	Loomingu Raamatukogu	36		Perioodika	1977		
1789	Nodar Dumbadze	Päike	Loomingu Raamatukogu	40		Perioodika	1977		
1790	Aino Pervik	Umimetsades	Loomingu Raamatukogu	49		Perioodika	1977		
1791	Neil Somerville	Sinu Hiina horoskoop aastaks 2001			astroloogia	Ersen	2000		
1792	Ludvik Askenazy	Armunud kastis	Loomingu Raamatukogu	1		Ajalehtede/ajakirjade Kirjastus	1961		
1793	Ain Kaalep	Muusikalisi hetki	Loomingu Raamatukogu	4		Ajalehtede/ajakirjade Kirjastus	1961		
1794	Ilja Ehrenburg	Pariis	Loomingu Raamatukogu	5		Ajalehtede/ajakirjade Kirjastus	1961		
1795	Corrado Alvaro	Öised sônad	Loomingu Raamatukogu	6		Ajalehtede/ajakirjade Kirjastus	1961		
1796	Egon Erwin Kisch	Pöörane reporter	Loomingu Raamatukogu	9		Ajalehtede/ajakirjade Kirjastus	1961		
1797	Tarjei Vesaas	Imelik tunne	Loomingu Raamatukogu	11		Ajalehtede/ajakirjade Kirjastus	1961		
1798	Mihhail Zostsenko	Kauba kvaliteet	Loomingu Raamatukogu	12		Ajalehtede/ajakirjade Kirjastus	1961		
1799	Veera Panova	Sentimentaalne romaan	Loomingu Raamatukogu	20/21		Ajalehtede/ajakirjade Kirjastus	1961		
1800	Armand Lanoux	113-nda reisijad	Loomingu Raamatukogu	23		Ajalehtede/ajakirjade Kirjastus	1961		
1801	Francoise Mallet/Joris	Valed	Loomingu Raamatukogu	27/28		Ajalehtede/ajakirjade Kirjastus	1961		
1802	Evald Tammlaan	Jänkimehe kroonika	Loomingu Raamatukogu	30		Ajalehtede/ajakirjade Kirjastus	1961		
1803	Enn Vetemaa	Püha Susanna ehk meistrite kool	Loomingu Raamatukogu	36	näidend	Perioodika	1974		
1804	Leonid Pervomaiski	Armastuslaulu asemel	Loomingu Raamatukogu	44		Ajalehtede/ajakirjade Kirjastus	1962		
1805	Sergei Jessenin	Lüürika	Loomingu Raamatukogu	51	luule	Ajalehtede/ajakirjade Kirjastus	1962		
1806	Pär Lagerkvist	Kääbus	Loomingu Raamatukogu	17/18		Perioodika	1965		
1807	Ernest Hemingway	Pidu sinus eneses	Loomingu Raamatukogu	29-31		Perioodika	1965		
1808	Luigi Pirandello	"Üks, ei ühtki, tuhat tükki"	Loomingu Raamatukogu	47/48		Perioodika	1967		
1809	Arthur van Schendel	"Fregatt ""Johanna Maria"""	Loomingu Raamatukogu	38/39		Perioodika	1967		
1810	Adgar Allan Poe	Kaev ja pendel	Loomingu Raamatukogu	22/23		Perioodika	1970		
1811	Väino Linna	Must armastus	Loomingu Raamatukogu	24-26		Perioodika	1970		
1812	Juri Olesa	Kadedus	Loomingu Raamatukogu	2 ja 3		Perioodika	1971		
1813	Jaan Kross	Michelsoni immatrikuleerimine	Loomingu Raamatukogu	4		Perioodika	1971		
1814	Anton Tsehhov	Orus	Loomingu Raamatukogu	4		Ajalehtede/ajakirjade Kirjastus	1960		
1815	Halldor Stefansson	Tasu päästmise eest	Loomingu Raamatukogu	7		Ajalehtede/ajakirjade Kirjastus	1960		
1816	Eduard Vilde	Casanova jätab jumalaga	Loomingu Raamatukogu	8		Ajalehtede/ajakirjade Kirjastus	1960		
1817	Jihn O'Hara	Perekondlik koosviibimine	Loomingu Raamatukogu	9		Ajalehtede/ajakirjade Kirjastus	1960		
1818	autorite kollektiiv	Spordilugusid	Loomingu Raamatukogu	12		Ajalehtede/ajakirjade Kirjastus	1960		
1819	Frigyes Karinthy	"Palun, härra ôpetaja!"	Loomingu Raamatukogu	14		Ajalehtede/ajakirjade Kirjastus	1960		
1820	Sofja Vinogradskaja	Esimesed aastad	Loomingu Raamatukogu	16		Ajalehtede/ajakirjade Kirjastus	1960		
1821	Rein Sepp	Viimne üksiklane	Loomingu Raamatukogu	18		Ajalehtede/ajakirjade Kirjastus	1960		
1822	Olavi Siirpainen	Sinise jakiga tüdruk	Loomingu Raamatukogu	11		Ajalehtede/ajakirjade Kirjastus	1960		
1823	Carlo Montella	Kiri Giuliale	Loomingu Raamatukogu	19		Ajalehtede/ajakirjade Kirjastus	1960		
1824	Venjamin Kaverin	Tundmatu sôdur	Loomingu Raamatukogu	10		Ajalehtede/ajakirjade Kirjastus	1960		
1825	Premtsand	Kaotuse vôit	Loomingu Raamatukogu	20		Ajalehtede/ajakirjade Kirjastus	1960		
1826	Abram Chasins Villa stiles	Legend Van Cliburnist	Loomingu Raamatukogu	21		Ajalehtede/ajakirjade Kirjastus	1960		
1827	Bruno Traven	Tänukiri	Loomingu Raamatukogu	28		Ajalehtede/ajakirjade Kirjastus	1960		
1828	Jaroslaw Iwaszkiewicz	Kuuldud jutustusi	Loomingu Raamatukogu	24		Ajalehtede/ajakirjade Kirjastus	1960		
1829	Mihhail Prisvin	Phacelia	Loomingu Raamatukogu	25		Ajalehtede/ajakirjade Kirjastus	1960		
1830	Jan Otcenasek	"Romeo, Julia ja pimedus"	Loomingu Raamatukogu	26		Ajalehtede/ajakirjade Kirjastus	1960		
1831	Erskine Caldwell	Tagasi Lavinia juurde	Loomingu Raamatukogu	27		Ajalehtede/ajakirjade Kirjastus	1960		
1832	autorite kollektiiv	Laule Eestist	Loomingu Raamatukogu	28	luule	Ajalehtede/ajakirjade Kirjastus	1960		
1833	Stephen Leacock	Defektiivne detektiiv	Loomingu Raamatukogu	29		Ajalehtede/ajakirjade Kirjastus	1960		
1834	Pavel Nilin	Tutvumine Tiskoviga	Loomingu Raamatukogu	30		Ajalehtede/ajakirjade Kirjastus	1960		
1835	Henriette van Eyk	Gabriel	Loomingu Raamatukogu	31	näidend	Ajalehtede/ajakirjade Kirjastus	1960		
1836	Henriette van Eyk	Gabriel	Loomingu Raamatukogu	32	näidend	Ajalehtede/ajakirjade Kirjastus	1960		
1837	Aapeli	Meie issanda sipelgad	Loomingu Raamatukogu	33		Ajalehtede/ajakirjade Kirjastus	1960		
1838	Olav Duun	Olsoy poisid	Loomingu Raamatukogu	34/35		Ajalehtede/ajakirjade Kirjastus	1960		
1839	Sergei Lvov	Päästke meie hinged	Loomingu Raamatukogu	37		Ajalehtede/ajakirjade Kirjastus	1960		
1840	C. Northcote Parkinson	Parkinsoni seadus	Loomingu Raamatukogu	36		Ajalehtede/ajakirjade Kirjastus	1960		
1841	Uno Laht	Selle suve värsid	Loomingu Raamatukogu	39	luule	Ajalehtede/ajakirjade Kirjastus	1960		
1842	Henri Crespi	Sigaret	Loomingu Raamatukogu	40		Ajalehtede/ajakirjade Kirjastus	1960		
1843	Pal Szabo	"Teispool Doonaud, Tisza taga …"	Loomingu Raamatukogu	41		Ajalehtede/ajakirjade Kirjastus	1960		
1844	Friedrich Dürrenmatt	Avarii	Loomingu Raamatukogu	42		Ajalehtede/ajakirjade Kirjastus	1960		
1845	Peter Karvas	Kesköö-missa	Loomingu Raamatukogu	43		Ajalehtede/ajakirjade Kirjastus	1960		
1846	autorite kollektiiv	Tolstoi läheduses	Loomingu Raamatukogu	45		Ajalehtede/ajakirjade Kirjastus	1960		
1847	Anna Seghers	Varjupaik	Loomingu Raamatukogu	46		Ajalehtede/ajakirjade Kirjastus	1960		
1848	kogumik	Külalisi mitmes Eestis	Loomingu Raamatukogu	49		Ajalehtede/ajakirjade Kirjastus	1960		
1849	Ivan Jefremov	Cor Serpentis	Loomingu Raamatukogu	50		Ajalehtede/ajakirjade Kirjastus	1960		
1850	Sinclair lewis	Pajude allee	Loomingu Raamatukogu	51		Ajalehtede/ajakirjade Kirjastus	1960		
1851	Aleksander Rekemtsuk	Suvepuhkuste aeg	Loomingu Raamatukogu	47		Ajalehtede/ajakirjade Kirjastus	1959		
1852	Anatoli Kuznetsov	Legendi järgi	Loomingu Raamatukogu	18		Ajalehtede/ajakirjade Kirjastus	1958		
1853	Anatoli Kuznetsov	Legendi järgi	Loomingu Raamatukogu	17		Ajalehtede/ajakirjade Kirjastus	1958		
1854	To Hoai	Muong Gion	Loomingu Raamatukogu	5		Ajalehtede/ajakirjade Kirjastus	1960		
1855	Mark Twain	Aadama ja Eeva päevikud	Loomingu Raamatukogu	17		Ajalehtede/ajakirjade Kirjastus	1960		
1856	Bjornsterne Bjornson	Rôômus poiss	Loomingu Raamatukogu	13		Ajalehtede/ajakirjade Kirjastus	1960		
1857	Johannes Barbarus	Kolm juttu	Loomingu Raamatukogu	6		Ajalehtede/ajakirjade Kirjastus	1960		
1858	Wolfgang Borchert	Ukse taga	Loomingu Raamatukogu	3		Ajalehtede/ajakirjade Kirjastus	1960		
1859	Mart Raud	Igaviku lävel	Loomingu Raamatukogu	1		Ajalehtede/ajakirjade Kirjastus	1960		
1860	V. Bill-Belotserkovski	Bismarc ja neeger	Loomingu Raamatukogu	2		Ajalehtede/ajakirjade Kirjastus	1960		
1861	Tsingiz Aitmatov	Dzamilja	Loomingu Raamatukogu	15		Ajalehtede/ajakirjade Kirjastus	1960		
1862	Juri Bondarev	Hetked	Loomingu Raamatukogu	3		perioodika	1984		
1863	Jayne Ann Krentz	Surmkindlalt	New York Times'i Bestseller		naiste krimka	Ersen	2000		
1864	J. K. Rowling	Harry Potter ja tarkade kivi			noorte romaan	Varrak	2000		
1865	J. K. Rowling	Harry Potter ja saladuste kamber			noorte romaan	Varrak	2000		
1866	J. K. Rowling	Harry Potter ja Azkabani vang			noorte romaan	Varrak	2000		
1867	Gerald Durrell	Kolm piletit Adventureisse			reisiraamat	Valgus	1992		
1868	Gerald Durrell	Minu pere ja muud loomad			bioloogia	Eesti Raamat	1976	2 tk	
1869	Gerald Durrell	Loomaaed pagasis. Parem varblane pihus…	Maailm ja mônda		reisiraamat	Eesti Raamat	1988		
1870	Gerald Durrell	Uus Noa			reisiraamat	Ersen	2000		
1871	Gerald Durrell	Loomaaed môisas			bioloogia	Ersen	2000		
1872	Gerald Durrell	Loomad minu kellatornis			bioloogia	Ersen	2000		
1873	Gerald Durrell	Kônelev karp			muinasjutt	Ersen	2000		
1874	Gerald Durrell	Ema mehelepanek ja teised lood			mälestused	Ersen	2000		
1875	Gerald Durrell	Aie ja mina			reisiraamat	Ersen	2000		
1876	Gerald Durrell	Kuldsed nahkhiired ja roosad tuvid			reisiraamat	Ersen	2000		
1877	Tina Caspari	"Internaat-Ilusat algust, Laura"			noorte romaan	Tormikiri	1998		
1878	Harald Prigger	Internaat- Julgust Stefanie			noorte romaan	Tormikiri	1999		
1879	Peter Kuntze	Internaat- Uus tudruk Hiinast			noorte romaan	Tormikiri	1999		
1880	Tina Caspari	Internaat- Anuzka suur mure			noorte romaan	Tormikiri	1999		
1881	Louise Bagshave	Pikad moonid	New York Times'i Bestseller		naistekas	Ersen	2000		
1882	Sandra Brown	Magus Raev	Väikesed lilledega armastusromaanid		armastusromaan	Ersen	2000		
1883	Arthur Hailey	Rahavahetajad	Menukirjanike sari		poliitiline kriminull	Ersen	2000		
1884	Katie Fforde	Pöörased plaanid	Varraku ajaviiteromaan		armastusromaan	Varrak	2000		
1885	Sandra Brown	Kõnakas vaikus	Väikesed lilledega armastusromaanid		armastusromaan	Ersen	2000		
1886	Franklin W. Dixon	Vennnad Hardy`d - Kuritegu telestuudios	Vennad Hardy`d	1	noorte kriminaalromaan	Ersen	1991		
1887	Sören Olsson Andres Jacobbson	Berti päevik	Berti lood	1	nooorte ajaviiteromaan	Hotger	1996		
1888	Sören Olsson Andres Jacobbson	Bert ja vennad	Berti lood	2	nooorte ajaviiteromaan	Hotger	1999		
1889	Sören Olsson Andres Jacobbson	Bert ja poisid	Berti lood	3	nooorte ajaviiteromaan	Hotger	1997		
1890	Sören Olsson Andres Jacobbson	Bert ja batsillid	Berti lood	4	nooorte ajaviiteromaan	Hotger	1998		
1891	Sören Olsson Andres Jacobbson	Berti mõtisklused	Berti lood	5	nooorte ajaviiteromaan	Hotger	1997		
1892	Sören Olsson Andres Jacobbson	Berti uued mõtisklused	Berti lood	"6., 2tk."	nooorte ajaviiteromaan	Hotger	1998		
1893	Sören Olsson Andres Jacobbson	Berti uhiuuued mõtisklused	Berti lood	7	nooorte ajaviiteromaan	Hotger	1998		
1894	Sören Olsson Andres Jacobbson	Berti vägiteod	Berti lood	8	nooorte ajaviiteromaan	Hotger	1999		
1895	Sören Olsson Andres Jacobbson	Berti pihtimused	Berti lood	9	nooorte ajaviiteromaan	Hotger	1999		
1896	Sören Olsson Andres Jacobbson	Bert ja rannapruudid	Berti lood	10	nooorte ajaviiteromaan	Hotger	2000		
1897	Sören Olsson Andres Jacobbson	Berti mured	Berti lood	11	nooorte ajaviiteromaan	Hotger	2000		
1898	Jack Higgins	Tiigri aasta	Mirabiilia		kriminaalromaan	Eesti Raamat	2000		
1899	Mario Puzo	Omerta	Menukirjanike sari		kriminaalromaan	Ersen	2000		
1900	Anita Burgh	Koerapidajad	Varraku ajaviiteromaan		naaistekas	Varrak	2000		
1901	Philip Kerr	Eesav			thriller	Eesti Raamat	2000		
1902	Katherine Stone	Kaksikud	New York Times'i Bestsellerite Autorid		armastusromaan	Ersen	2000		
1903	Sandra Brown	Arutu armastus	New York Times'i Bestsellerite Autorid		armastusromaan	Ersen	2000		
1904	Gerald Durrel	Parimat Gerald Durrellilt Lee Durrelli valikul			loodus	Ersen	2000		
1905	Jude Deveraux	"Naine, kes valetas"	New York Times'i Bestsellerite Autorid		armastusromaan	Ersen	2000		
1906	Carter Brown	Surmatants			kriminaalromaan	Katariina	2000		
1907	Viktor Suvorov	Valik (vene keeles)			poliitiline kriminull	Moskva	2000		
1908	Joanna Trollope	Mehed ja tütarlapsed	Varraku ajaviiteromaan		armastusromaan	Varrak	2000		
1909	Jayne Ann Krentz	Peetakse silma peal	New York Times'i Bestseller		naiste krimka	Ersen	2000		
1910	Iris Johansen	Pärasr südaööd	New York Times'i Bestseller		krimka	Ersen	2000		
1911	Lesley Johnson	See juhtus minuga			tõestisündinud lood	Egmont Estonia	2000		
1912	J. K. Rowling	Harry Potter ja tulepeeker			noorte romaan	Varrak	2000		
1913	Sandra Brown	Armastuse trahvilöök	Väikesed lilledega armastusromaanid		armastusromaan	Ersen	2001		
1914	Keen McClure	Kriis			kriminaalromaan	Olion	2000		
1915	Frederic Forsyth	Neljas protokoll			poliitiline kriminull	OÜ Ajaraamat	2000		
1916	Viktor Suvorov	Jäälõhkuja			poliitiline kriminull	Moskva	2000		
1917	Viktor Suvorov	Kontroll			poliitiline kriminull	Moskva	2000		
1918	Jennifer Crusie	Aina valed	New York Times'I Bestseller		naistekas	Ersen	2001		
1919	Gerald Durrell	Noa laeva aastapäev			loodus	Ersen	2000		
1920	Roald Dahl	Matilda			noorte romaan	Eesti Raamat	1999		
1921	Susanne Fülscher	Ilusad tüdrukud ei kuku taevast			noorte romaan	Kirilille Kirjastus	1998		
1922	Annie M. G. Schmitd	Miisu			noorte romaan	Eesti Raamat	1998		
1923	Penelope Farmer	Mõnikord Charlotte			noorte romaan	Kupar	1999		
1924	Ellinor Rafaelsen	Öö New Yorgis			noorte romaan	Kunst	1995		
1925	Meryl Sawyer	Viimane öö	New York Times'I bestseller		armastusromaan	Ersen	2000		
1926	James Herriot	"Suured loomad, väiksed loomad"			loodus	Eesti Raamat	2000		
1927	Lewis Carroll	Alice imedemaal	Illustreeritud Klassikavaramu		muinasjutt	Ersen	1999		
1928	Herman Melville	Moby Dick	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1929	Daniel Defoe	Robinson Crusoe seiklused	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1930	Anna Sewell	Must Iludus	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1931	Alexandre Donas	Krahv Monte Cristo	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1932	Rudyard Kipling	Julged kaptenid	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1933	Lucy Maud Montgomery	Roheliste Viilkatuste Anne	Illustreeritud Klassikavaramu		romaan	Ersen	1999		
1934	S. K. Richardson	Ühe nohiku seiklusi			noortejutt	Elmatar	1998		
1935	Irmgard Keun	Tüdruk keda peeti pahaks			noortejutt	Ajaraamat	1994		
1936	Zane Grey	Kaduv Ameeriklane	Metsiku Lääne lood		romaan	Tallinn	1998		
1937	Michael Colman	Võrgupätid	Interneti detektiivid		noortejutt	Sinisukk			
1938	David Cody Weiss ja Bobbi JG Weiss	Sabrina Teismeline nõid	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1939	Diana G. Gallagher	Nõid nõia vastu	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1940	David Cody Weiss ja Bobbi JG Weiss	"Turtsti hea, turtsti halb"	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1941	Diana G. Gallagher	Põrgulik Pühakutepäev	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1942	Cathy East Dubowski	Sabrina Teismeline nõid	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1943	Joseph Locke	Luks-luks Benjamin Franklin	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1944	Randy Reisfeld	Armuloits ajab asja korda	Sabrina teismeline nõid		noortejutt	Ersen	1997		
1945	Fabio	Müsteeriumid	New York Times'i Bestsellerite Autorid		naiste krimka	Ersen	2001		
1946	Dennis Wheatley	Mere vangid	Pinevik		seiklusromaan	Stella	2001		
1947	Osvald Nilson	Merelahing			ajalooline jutustus	Koolibri	2001		
1948	Raul Kaasik	Ma…Seda õnne!			romaan	Greif	1996		
1949	Washington Irving	Unise oru legend ja Rip Van Winkle	Illustreeritud Klassikavaramu		seiklusromaan	Ersen	1999		
1950	Wendy Cors Staub	Bridget ja kiindumus	Tudengielu 101	4	noorteromaan	Ersen	1997		
1951	P. Howard	Kuldne limusiin	Põnevik		kriminaalromaan	Stella	1998		
1952	Lawrence Block	Palgamõrvar			kriminaalromaan	Hotger	2001		
1953	Robert Ludlum	Matarese ring			kriminaalromaan	Hotger	2001		
1954	Sandra Brown	Raju Eedenis	Väikesed lilledega armastusromaanid		armastusromaan	Ersen	2001		
1955	Nora Roberts	Peidetud aarded	New York Times'I Bestseller		naiste krimka	Ersen	2001		
1956	Stella Cameron	Key West	New York Times'I Bestseller		naiste krimka	Ersen	2001		
1957	Stella Cameron	Hingetu			kriminaalromaan	Ersen	2000		
1958	C. Parts	Eesti-inglise sõnaraamat			sõnaraamat	Valgus	1969		
1959	Oskar Luts	Kevade	Teosed	I ja II	romaan	ERK	1954		
1960	Oskar Luts	Suvi	Teosed	I ja II	romaan	ERK	1954		
1961	Oskar Luts	Tootsi pulm ja argipäev	Teosed		romaan	ERK	1956		
1962	Oskar Luts	Mälestused I	Teosed		mälestused	ERK	1959		
1963	Anton Hannsen Tammsaare	Vanad ja noored			romaan	Ilukirjandus ja kunst	1948		
1964	Lydia Koidula	Valik luulet			luule	Ilukirjandus ja kunst	1948		
1965	Lydia Koidula	Valitud jutustusi			jutustused	ERK	1950		
1966	Lydia Koidula	Lydia Koidula			valitud materjale	Poliitiline Kirjandus	1947		
1967	Richard Roht	Elutee			romaan	ERK	1957		
1968	Anton Hannsen Tammsaare	Tõde ja õigus	Teosed	V	romaan	ERK	1957		
1969	Anton Hannsen Tammsaare	Tõde ja õigus	Teosed	IV	romaan	ERK	1956		
1970	Anton Hannsen Tammsaare	Tõde ja õigus	Teosed	III	romaan	ERK	1954		
1971	Anton Hannsen Tammsaare	Tõde ja õigus	Teosed	II	romaan	ERK	1954		
1972	Anton Hannsen Tammsaare	Tõde ja õigus	Teosed	I	romaan	ERK	1952		
1973	"Juhan Aul, Harri Ling"	Selgroogsete Zooloogia			õpik	Valgus	1969		
1974	James Cook	Reis lõunapoolusele ja ümber maailma	Maailm ja mõnda		reisiraamat	ERK	1960		
1975	"Jiri Hanzelka, Miroslav Zikmund"	Kuusirp kummuli	Maailm ja mõnda		reisiraamat	ERK	1965		
1976	Lion Feuchtwanger	Goya			romaan	Eesti NSV Kunst	1960		
1977	Nikolai Rukovski	mööda ulukite jälgi			teaduslik	Valgus	1987		
1978	Robert Louis Stevenson	Ballantrae isand	Merlini raamatukogu		romaan	Kunst	1994		
1979	E. R. Burroughs	Tarzan ja Lõvi.inimene		2tk.	fantaasia	Stella	1995		
1980	E. R. Burroughs	Tagasi Kiviaega			fantaasia	Stella	1994		
1981	E. R. Burroughs	Võitmatu Tarzan			fantaasia	Stella	1994		
1982	E. R. Burroughs	Tarzan Pellucidaris			fantaasia	Stella	1994		
1983	E. R. Burroughs	Tarzan-dzungli valitseja			fantaasia	Stella	1994		
1984	E. R. Burroughs	Tarzan ja kadunud impeerium			fantaasia	Stella	1994		
1985	E. R. Burroughs	Tarzan ja kuldlõvi			fantaasia	Stella	1994		
1986	E. R. Burroughs	Kohutav Taran			fantaasia	Stella	1994		
1987	Peter Weissflog	Röövimine	Internaat Genfi järve ääres		romaan	Tormikiri	2001		
1988	Erle Stanley Gardner	Smuugeldaja kella juhtum	Öölane		kriminaalromaan	Elmatar	1997		
1989	Agatha Christie	Surm pilvede kohal	Öölane		kriminaalromaan	Elmatar	1999		
1990	Agatha Christie	Mõrvad Mesopotaamias	Öölane		kriminaalromaan	Elmatar	1998		
1991	Rex Stout	Kui surm iial magaks	Öölane		kriminaalromaan	Elmatar	1999		
1992	autorite kollektiiv	Kärbes	Öölane		kogumik	Elmatar	1994		
1993	Erle Stanley Gardner	Saamatu valgekrae juhtum	Öölane		kriminaalromaan	Elmatar	1998		
1994	Kenneth Ireland	"Kes leiutas, kes avastas, kes tegi esimese…?"	 		teaduslik	Olion	2000		
1995	Lawrence Block	Kaheksa miljonit suremisviisi	 		kriminaalromaan	Hotger	2001		
1996	Nora Roberts	Lõpud ja algused	New York Times'I Bestseller		romaan	Ersen	2001		
1997	Aleksandra Marinina	Mäng võõral territooriumil	 		kriminaalromaan	Avita	2000		
1998	Aleksandra Marinina	Tapja vastu tahtmist	 		kriminaalromaan	Avita	2000		
1999	Aleksandra Marinina	Varastatud unenägu			kriminaalromaan	Avita	2000		
2000	Aleksandra Marinina	Asjaolude Kokkusattumine			kriminaalromaan	Avita	2000		
2001	Guido Knopp	Tipp spioonid reeturid salajases sõjas	 		spiooniromaan	Olion	2001		
2002	Allan Pease	Kehakeel	 		populaarteaduslik	Ersen	2001		
2003	Jayne Ann Krentz	Usalda mind	New York Times'I Bestseller		naiste krimka	Ersen	2001		
2004	Nora Roberts	Tulest sündinud	 		naistekas	Ersen	2001		
2005	Charlotte Bingham	Ööbik laulab	Varraku ajaviiteromaan		naistekas	Varrak	2001		
2006	Catherine Cookson	Tilly Trotter abielus	Varraku ajaviiteromaan		naistekas	Varrak	1998		
2007	Catherine Cookson	Tilly Trotter lesepõlves	Varraku ajaviiteromaan		naistekas	Varrak	1999		
2008	Nora Roberts	Ühise taeva all	New York Times'I Bestseller		naiste krimka	Ersen	2001		
2009	Julie Garwood	Roosa Roos	"""Claiborne'I pruudid"""	I	naistekas	Ersen	1998		
